colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,confidence_num,mxconmod,patvis,pats_null,colid,mod,quantity_num,ccd,name,cid,concept_path,rule,ddomain,mxfacts,valueflag_cd,tval_char,colcd,location_cd,valtype_cd
v224_Chlrd_SCnc_Pt_Bld_Qn,_Chlrd_SCnc_Pt_Bld_Qn,,7,1,1,1,315798,,1,7,2975,v224_Chlrd_SCnc_Pt_Bld_Qn,,,1,2069-3 - Chloride:SCnc:Pt:Bld:Qn[387 facts; 334 patients],224,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18128324\A31017658\A18335524\,UNKNOWN_DATA_ELEMENT,LOINC,1,1,,v224,,
v225_Chlrd_SCnc_Pt_Sr_Pls_Qn_mn,_Chlrd_SCnc_Pt_Sr_Pls_Qn_mn,,2366,1,14,1,255953,,1,59852,616,v225_Chlrd_SCnc_Pt_Sr_Pls_Qn,,,1,"2075-0 - Chloride:SCnc:Pt:Ser/Plas:Qn[4,905,052 facts; 621,588 patients]",225,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18128324\A30997688\A18374343\,UNKNOWN_DATA_ELEMENT,LOINC,14,3,,v225,,
v225_Chlrd_SCnc_Pt_Sr_Pls_Qn,_Chlrd_SCnc_Pt_Sr_Pls_Qn,,2366,1,14,1,255953,,1,59852,616,v225_Chlrd_SCnc_Pt_Sr_Pls_Qn,,,1,"2075-0 - Chloride:SCnc:Pt:Ser/Plas:Qn[4,905,052 facts; 621,588 patients]",225,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18128324\A30997688\A18374343\,UNKNOWN_DATA_ELEMENT,LOINC,14,3,,v225,,
v226_Glbln_MCnc_Pt_Sr_Qn_Clcltd_mn,_Glbln_MCnc_Pt_Sr_Qn_Clcltd_mn,,1038,3,2,1,308795,,1,7010,1944,v226_Glbln_MCnc_Pt_Sr_Qn_Clcltd,,,1,"10834-0 - Globulin:MCnc:Pt:Ser:Qn:Calculated[251,063 facts; 83,467 patients]",226,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168619\A18283344\A31008980\A18368757\,UNKNOWN_DATA_ELEMENT,LOINC,2,2,,v226,,
v226_Glbln_MCnc_Pt_Sr_Qn_Clcltd,_Glbln_MCnc_Pt_Sr_Qn_Clcltd,,1038,3,2,1,308795,,1,7010,1944,v226_Glbln_MCnc_Pt_Sr_Qn_Clcltd,,,1,"10834-0 - Globulin:MCnc:Pt:Ser:Qn:Calculated[251,063 facts; 83,467 patients]",226,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168619\A18283344\A31008980\A18368757\,UNKNOWN_DATA_ELEMENT,LOINC,2,2,,v226,,
v227_Clcm_inzd_MCnc_Pt_Sr_Pls_Qn_mn,_Clcm_inzd_MCnc_Pt_Sr_Pls_Qn_mn,,3,1,1,1,315799,,1,6,2979,v227_Clcm_inzd_MCnc_Pt_Sr_Pls_Qn,,,1,17863-2 - Calcium.ionized:MCnc:Pt:Ser/Plas:Qn[433 facts; 309 patients],227,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18399985\A18321322\A18243926\A31017569\A18372741\,UNKNOWN_DATA_ELEMENT,LOINC,1,,,v227,,
v227_Clcm_inzd_MCnc_Pt_Sr_Pls_Qn,_Clcm_inzd_MCnc_Pt_Sr_Pls_Qn,,3,1,1,1,315799,,1,6,2979,v227_Clcm_inzd_MCnc_Pt_Sr_Pls_Qn,,,1,17863-2 - Calcium.ionized:MCnc:Pt:Ser/Plas:Qn[433 facts; 309 patients],227,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18399985\A18321322\A18243926\A31017569\A18372741\,UNKNOWN_DATA_ELEMENT,LOINC,1,,,v227,,
v228_Clcm_MCnc_Pt_Sr_Pls_Qn_mn,_Clcm_MCnc_Pt_Sr_Pls_Qn_mn,,2365,2,14,1,255770,,1,60035,617,v228_Clcm_MCnc_Pt_Sr_Pls_Qn,,,1,"17861-6 - Calcium:MCnc:Pt:Ser/Plas:Qn[4,921,870 facts; 621,729 patients]",228,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18399985\A18321322\A31010929\A18295534\,UNKNOWN_DATA_ELEMENT,LOINC,14,3,,v228,,
v228_Clcm_MCnc_Pt_Sr_Pls_Qn,_Clcm_MCnc_Pt_Sr_Pls_Qn,,2365,2,14,1,255770,,1,60035,617,v228_Clcm_MCnc_Pt_Sr_Pls_Qn,,,1,"17861-6 - Calcium:MCnc:Pt:Ser/Plas:Qn[4,921,870 facts; 621,729 patients]",228,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18399985\A18321322\A31010929\A18295534\,UNKNOWN_DATA_ELEMENT,LOINC,14,3,,v228,,
v229_Prtn_MCnc_Pt_Sr_Pls_Qn_mn,_Prtn_MCnc_Pt_Sr_Pls_Qn_mn,,2254,2,8,1,279810,,1,35995,728,v229_Prtn_MCnc_Pt_Sr_Pls_Qn,,,1,"2885-2 - Protein:MCnc:Pt:Ser/Plas:Qn[2,737,795 facts; 516,928 patients]",229,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168619\A30958486\A18378729\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v229,,
v229_Prtn_MCnc_Pt_Sr_Pls_Qn,_Prtn_MCnc_Pt_Sr_Pls_Qn,,2254,2,8,1,279810,,1,35995,728,v229_Prtn_MCnc_Pt_Sr_Pls_Qn,,,1,"2885-2 - Protein:MCnc:Pt:Ser/Plas:Qn[2,737,795 facts; 516,928 patients]",229,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168619\A30958486\A18378729\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v229,,
v230_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn_mn,_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn_mn,,2216,3,8,1,283619,,1,32186,766,v230_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn,,,1,"1742-6 - Alanine aminotransferase:CCnc:Pt:Ser/Plas:Qn[2,819,662 facts; 554,394 patients]",230,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18244462\A18398469\A30973253\A18179501\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v230,,
v230_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn,_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn,,2216,3,8,1,283619,,1,32186,766,v230_amntrnsfrs_CCnc_Pt_Sr_Pls_Qn,,,1,"1742-6 - Alanine aminotransferase:CCnc:Pt:Ser/Plas:Qn[2,819,662 facts; 554,394 patients]",230,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18244462\A18398469\A30973253\A18179501\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v230,,
v231_Blrbn_glcrndtd_Blrbn_albmn_mn,_Blrbn_glcrndtd_Blrbn_albmn_mn,,1098,1,4,1,310913,,1,4892,1884,v231_Blrbn_glcrndtd_Blrbn_albmn,,,1,"1968-7 - Bilirubin.glucuronidated+Bilirubin.albumin bound:MCnc:Pt:Ser/Plas:Qn[512,053 facts; 160,080 patients]",231,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168048\A18398676\A18359989\A30973339\A18103420\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v231,,
v231_Blrbn_glcrndtd_Blrbn_albmn,_Blrbn_glcrndtd_Blrbn_albmn,,1098,1,4,1,310913,,1,4892,1884,v231_Blrbn_glcrndtd_Blrbn_albmn,,,1,"1968-7 - Bilirubin.glucuronidated+Bilirubin.albumin bound:MCnc:Pt:Ser/Plas:Qn[512,053 facts; 160,080 patients]",231,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168048\A18398676\A18359989\A30973339\A18103420\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v231,,
v232_Blrbn_MCnc_Pt_Sr_Pls_Qn_mn,_Blrbn_MCnc_Pt_Sr_Pls_Qn_mn,,2260,1,8,1,279392,,1,36413,722,v232_Blrbn_MCnc_Pt_Sr_Pls_Qn,,,1,"1975-2 - Bilirubin:MCnc:Pt:Ser/Plas:Qn[2,979,103 facts; 584,835 patients]",232,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168048\A18398676\A30999765\A18257646\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v232,,
v232_Blrbn_MCnc_Pt_Sr_Pls_Qn,_Blrbn_MCnc_Pt_Sr_Pls_Qn,,2260,1,8,1,279392,,1,36413,722,v232_Blrbn_MCnc_Pt_Sr_Pls_Qn,,,1,"1975-2 - Bilirubin:MCnc:Pt:Ser/Plas:Qn[2,979,103 facts; 584,835 patients]",232,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18168048\A18398676\A30999765\A18257646\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v232,,
v233_Sdm_SCnc_Pt_Bld_Qn_mn,_Sdm_SCnc_Pt_Bld_Qn_mn,,310,1,19,1,315274,,1,531,2672,v233_Sdm_SCnc_Pt_Bld_Qn,,,1,"2947-0 - Sodium:SCnc:Pt:Bld:Qn[107,894 facts; 15,073 patients]",233,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18207377\A31020490\A18108674\,UNKNOWN_DATA_ELEMENT,LOINC,19,2,,v233,,
v233_Sdm_SCnc_Pt_Bld_Qn,_Sdm_SCnc_Pt_Bld_Qn,,310,1,19,1,315274,,1,531,2672,v233_Sdm_SCnc_Pt_Bld_Qn,,,1,"2947-0 - Sodium:SCnc:Pt:Bld:Qn[107,894 facts; 15,073 patients]",233,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18207377\A31020490\A18108674\,UNKNOWN_DATA_ELEMENT,LOINC,19,2,,v233,,
v234_Sdm_SCnc_Pt_Sr_Pls_Qn_mn,_Sdm_SCnc_Pt_Sr_Pls_Qn_mn,,2368,1,28,1,255790,,1,60015,614,v234_Sdm_SCnc_Pt_Sr_Pls_Qn,,,1,"2951-2 - Sodium:SCnc:Pt:Ser/Plas:Qn[5,228,809 facts; 622,045 patients]",234,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18207377\A30971929\A18186045\,UNKNOWN_DATA_ELEMENT,LOINC,28,3,,v234,,
v234_Sdm_SCnc_Pt_Sr_Pls_Qn,_Sdm_SCnc_Pt_Sr_Pls_Qn,,2368,1,28,1,255790,,1,60015,614,v234_Sdm_SCnc_Pt_Sr_Pls_Qn,,,1,"2951-2 - Sodium:SCnc:Pt:Ser/Plas:Qn[5,228,809 facts; 622,045 patients]",234,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18207377\A30971929\A18186045\,UNKNOWN_DATA_ELEMENT,LOINC,28,3,,v234,,
v235_gp_SCnc_Pt_Sr_Pls_Qn_mn,_gp_SCnc_Pt_Sr_Pls_Qn_mn,,2061,1,14,1,268517,,1,47288,921,v235_gp_SCnc_Pt_Sr_Pls_Qn,,,1,"33037-3 - Anion gap:SCnc:Pt:Ser/Plas:Qn[4,435,742 facts; 561,749 patients]",235,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18243669\A31024056\A18148318\,UNKNOWN_DATA_ELEMENT,LOINC,14,2,,v235,,
v235_gp_SCnc_Pt_Sr_Pls_Qn,_gp_SCnc_Pt_Sr_Pls_Qn,,2061,1,14,1,268517,,1,47288,921,v235_gp_SCnc_Pt_Sr_Pls_Qn,,,1,"33037-3 - Anion gap:SCnc:Pt:Ser/Plas:Qn[4,435,742 facts; 561,749 patients]",235,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18243669\A31024056\A18148318\,UNKNOWN_DATA_ELEMENT,LOINC,14,2,,v235,,
v236_gp_SCnc_Pt_Bld_Qn_mn,_gp_SCnc_Pt_Bld_Qn_mn,,7,1,1,1,315798,,1,7,2975,v236_gp_SCnc_Pt_Bld_Qn,,,1,41276-7 - Anion gap:SCnc:Pt:Bld:Qn[377 facts; 331 patients],236,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18243669\A31008596\A18308427\,UNKNOWN_DATA_ELEMENT,LOINC,1,1,,v236,,
v236_gp_SCnc_Pt_Bld_Qn,_gp_SCnc_Pt_Bld_Qn,,7,1,1,1,315798,,1,7,2975,v236_gp_SCnc_Pt_Bld_Qn,,,1,41276-7 - Anion gap:SCnc:Pt:Bld:Qn[377 facts; 331 patients],236,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18205079\A18206011\A18243669\A31008596\A18308427\,UNKNOWN_DATA_ELEMENT,LOINC,1,1,,v236,,
v237_dxd_SCnc_Pt_Sr_Pls_Qn_mn,_dxd_SCnc_Pt_Sr_Pls_Qn_mn,,2366,1,14,1,255946,,1,59859,616,v237_dxd_SCnc_Pt_Sr_Pls_Qn,,,1,"2028-9 - Carbon dioxide:SCnc:Pt:Ser/Plas:Qn[4,904,724 facts; 621,565 patients]",237,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18206156\A18166986\A31008703\A18335252\,UNKNOWN_DATA_ELEMENT,LOINC,14,3,,v237,,
v237_dxd_SCnc_Pt_Sr_Pls_Qn,_dxd_SCnc_Pt_Sr_Pls_Qn,,2366,1,14,1,255946,,1,59859,616,v237_dxd_SCnc_Pt_Sr_Pls_Qn,,,1,"2028-9 - Carbon dioxide:SCnc:Pt:Ser/Plas:Qn[4,904,724 facts; 621,565 patients]",237,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18206156\A18166986\A31008703\A18335252\,UNKNOWN_DATA_ELEMENT,LOINC,14,3,,v237,,
v238_ntrgn_MCnc_Pt_Sr_Pls_Qn_mn,_ntrgn_MCnc_Pt_Sr_Pls_Qn_mn,,2323,1,14,1,259896,,1,55909,659,v238_ntrgn_MCnc_Pt_Sr_Pls_Qn,,,1,"3094-0 - Urea nitrogen:MCnc:Pt:Ser/Plas:Qn[4,917,875 facts; 620,151 patients]",238,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18400851\A30991824\A18263869\,UNKNOWN_DATA_ELEMENT,LOINC,14,3,,v238,,
v238_ntrgn_MCnc_Pt_Sr_Pls_Qn,_ntrgn_MCnc_Pt_Sr_Pls_Qn,,2323,1,14,1,259896,,1,55909,659,v238_ntrgn_MCnc_Pt_Sr_Pls_Qn,,,1,"3094-0 - Urea nitrogen:MCnc:Pt:Ser/Plas:Qn[4,917,875 facts; 620,151 patients]",238,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18400851\A30991824\A18263869\,UNKNOWN_DATA_ELEMENT,LOINC,14,3,,v238,,
v239_ntrgn_Crtn_MRt_Pt_Sr_Pls_Qn_mn,_ntrgn_Crtn_MRt_Pt_Sr_Pls_Qn_mn,,407,3,3,1,314875,,1,930,2575,v239_ntrgn_Crtn_MRt_Pt_Sr_Pls_Qn,,,1,"3097-3 - Urea nitrogen/Creatinine:MRto:Pt:Ser/Plas:Qn[39,811 facts; 20,421 patients]",239,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18400851\A31021692\A30978623\A21123750\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v239,,
v239_ntrgn_Crtn_MRt_Pt_Sr_Pls_Qn,_ntrgn_Crtn_MRt_Pt_Sr_Pls_Qn,,407,3,3,1,314875,,1,930,2575,v239_ntrgn_Crtn_MRt_Pt_Sr_Pls_Qn,,,1,"3097-3 - Urea nitrogen/Creatinine:MRto:Pt:Ser/Plas:Qn[39,811 facts; 20,421 patients]",239,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18207214\A18400851\A31021692\A30978623\A21123750\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v239,,
v240_phsphts_CCnc_Pt_Sr_Pls_Qn_mn,_phsphts_CCnc_Pt_Sr_Pls_Qn_mn,,2215,3,8,1,283770,,1,32035,767,v240_phsphts_CCnc_Pt_Sr_Pls_Qn,,,1,"6768-6 - Alkaline phosphatase:CCnc:Pt:Ser/Plas:Qn[2,771,208 facts; 549,104 patients]",240,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18244462\A18205248\A31015268\A18164512\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v240,,
v240_phsphts_CCnc_Pt_Sr_Pls_Qn,_phsphts_CCnc_Pt_Sr_Pls_Qn,,2215,3,8,1,283770,,1,32035,767,v240_phsphts_CCnc_Pt_Sr_Pls_Qn,,,1,"6768-6 - Alkaline phosphatase:CCnc:Pt:Ser/Plas:Qn[2,771,208 facts; 549,104 patients]",240,\i2b2\Lab Loinc\A23478825\A28298479\A31021377\A18359695\A18244462\A18205248\A31015268\A18164512\,UNKNOWN_DATA_ELEMENT,LOINC,8,3,,v240,,
v241_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,_lkcts_NFr_Pt_Bld_Qn_Atmtd_mn,,1861,1,4,1,296641,,1,19164,1121,v241_lkcts_NFr_Pt_Bld_Qn_Atmtd,,,1,"706-2 - Basophils/100 leukocytes:NFr:Pt:Bld:Qn:Automated count[1,445,646 facts; 377,287 patients]",241,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18283359\A18282511\A30999290\A30999751\A18241648\,UNKNOWN_DATA_ELEMENT,LOINC,4,1,,v241,,
v241_lkcts_NFr_Pt_Bld_Qn_Atmtd,_lkcts_NFr_Pt_Bld_Qn_Atmtd,,1861,1,4,1,296641,,1,19164,1121,v241_lkcts_NFr_Pt_Bld_Qn_Atmtd,,,1,"706-2 - Basophils/100 leukocytes:NFr:Pt:Bld:Qn:Automated count[1,445,646 facts; 377,287 patients]",241,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18283359\A18282511\A30999290\A30999751\A18241648\,UNKNOWN_DATA_ELEMENT,LOINC,4,1,,v241,,
v242_Ntrphls_NCnc_Pt_Bld_Qn_Mnl_mn,_Ntrphls_NCnc_Pt_Bld_Qn_Mnl_mn,,1588,2,4,1,302194,,1,13611,1394,v242_Ntrphls_NCnc_Pt_Bld_Qn_Mnl,,,1,"753-4 - Neutrophils:NCnc:Pt:Bld:Qn:Manual count[1,266,667 facts; 343,831 patients]",242,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18283359\A18245286\A30998149\A18280685\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v242,,
v242_Ntrphls_NCnc_Pt_Bld_Qn_Mnl,_Ntrphls_NCnc_Pt_Bld_Qn_Mnl,,1588,2,4,1,302194,,1,13611,1394,v242_Ntrphls_NCnc_Pt_Bld_Qn_Mnl,,,1,"753-4 - Neutrophils:NCnc:Pt:Bld:Qn:Manual count[1,266,667 facts; 343,831 patients]",242,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18283359\A18245286\A30998149\A18280685\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v242,,
v243_vlm_EntVl_Pt_Bld_Qn_Rs_Eckr_mn,_vlm_EntVl_Pt_Bld_Qn_Rs_Eckr_mn,,1344,1,3,1,303856,,1,11949,1638,v243_vlm_EntVl_Pt_Bld_Qn_Rs_Eckr,,,1,"776-5 - Platelet mean volume:EntVol:Pt:Bld:Qn:Rees-Ecker[315,664 facts; 89,883 patients]",243,\i2b2\Lab Loinc\A23478825\A28298479\A18282190\A18128063\A18361588\A18361587\A18168551\A30958463\A18126279\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v243,,
v243_vlm_EntVl_Pt_Bld_Qn_Rs_Eckr,_vlm_EntVl_Pt_Bld_Qn_Rs_Eckr,,1344,1,3,1,303856,,1,11949,1638,v243_vlm_EntVl_Pt_Bld_Qn_Rs_Eckr,,,1,"776-5 - Platelet mean volume:EntVol:Pt:Bld:Qn:Rees-Ecker[315,664 facts; 89,883 patients]",243,\i2b2\Lab Loinc\A23478825\A28298479\A18282190\A18128063\A18361588\A18361587\A18168551\A30958463\A18126279\,UNKNOWN_DATA_ELEMENT,LOINC,3,2,,v243,,
v244_Mncts_NCnc_Pt_Bld_Qn_Atmtd_mn,_Mncts_NCnc_Pt_Bld_Qn_Atmtd_mn,,1867,7,4,1,295949,,1,19856,1115,v244_Mncts_NCnc_Pt_Bld_Qn_Atmtd,,,1,"742-7 - Monocytes:NCnc:Pt:Bld:Qn:Automated count[1,526,210 facts; 385,546 patients]",244,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18168166\A18245200\A30993711\A18164864\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v244,,
v244_Mncts_NCnc_Pt_Bld_Qn_Atmtd,_Mncts_NCnc_Pt_Bld_Qn_Atmtd,,1867,7,4,1,295949,,1,19856,1115,v244_Mncts_NCnc_Pt_Bld_Qn_Atmtd,,,1,"742-7 - Monocytes:NCnc:Pt:Bld:Qn:Automated count[1,526,210 facts; 385,546 patients]",244,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18168166\A18245200\A30993711\A18164864\,UNKNOWN_DATA_ELEMENT,LOINC,4,2,,v244,,
v245_Erthrcts_NCnc_Pt_Bld_Qn_Atmtd_mn,_Erthrcts_NCnc_Pt_Bld_Qn_Atmtd_mn,,2319,7,8,1,263056,,1,52749,663,v245_Erthrcts_NCnc_Pt_Bld_Qn_Atmtd,,,1,"789-8 - Erythrocytes:NCnc:Pt:Bld:Qn:Automated count[4,422,399 facts; 641,424 patients]",245,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18206051\A31026574\A18242158\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v245,,
v245_Erthrcts_NCnc_Pt_Bld_Qn_Atmtd,_Erthrcts_NCnc_Pt_Bld_Qn_Atmtd,,2319,7,8,1,263056,,1,52749,663,v245_Erthrcts_NCnc_Pt_Bld_Qn_Atmtd,,,1,"789-8 - Erythrocytes:NCnc:Pt:Bld:Qn:Automated count[4,422,399 facts; 641,424 patients]",245,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18206051\A31026574\A18242158\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v245,,
v246_wdth_Rt_Pt_RBC_Qn_Atmtd_mn,_wdth_Rt_Pt_RBC_Qn_Atmtd_mn,,2324,1,8,1,262699,,1,53106,658,v246_wdth_Rt_Pt_RBC_Qn_Atmtd,,,1,"788-0 - Erythrocyte distribution width:Ratio:Pt:RBC:Qn:Automated count[4,426,444 facts; 641,508 patients]",246,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18322292\A18129870\A18244477\A31024363\A18280915\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v246,,
v246_wdth_Rt_Pt_RBC_Qn_Atmtd,_wdth_Rt_Pt_RBC_Qn_Atmtd,,2324,1,8,1,262699,,1,53106,658,v246_wdth_Rt_Pt_RBC_Qn_Atmtd,,,1,"788-0 - Erythrocyte distribution width:Ratio:Pt:RBC:Qn:Automated count[4,426,444 facts; 641,508 patients]",246,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18322292\A18129870\A18244477\A31024363\A18280915\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v246,,
v247_hmglbn_EntMs_Pt_RBC_Qn_Atmtd_mn,_hmglbn_EntMs_Pt_RBC_Qn_Atmtd_mn,,2324,2,8,1,262685,,1,53120,658,v247_hmglbn_EntMs_Pt_RBC_Qn_Atmtd,,,1,"785-6 - Erythrocyte mean corpuscular hemoglobin:EntMass:Pt:RBC:Qn:Automated count[4,428,421 facts; 641,572 patients]",247,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18322292\A18129870\A18399285\A30995581\A18358199\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v247,,
v247_hmglbn_EntMs_Pt_RBC_Qn_Atmtd,_hmglbn_EntMs_Pt_RBC_Qn_Atmtd,,2324,2,8,1,262685,,1,53120,658,v247_hmglbn_EntMs_Pt_RBC_Qn_Atmtd,,,1,"785-6 - Erythrocyte mean corpuscular hemoglobin:EntMass:Pt:RBC:Qn:Automated count[4,428,421 facts; 641,572 patients]",247,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18322292\A18129870\A18399285\A30995581\A18358199\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v247,,
v248_Pltlts_NCnc_Pt_Bld_Qn_Atmtd_mn,_Pltlts_NCnc_Pt_Bld_Qn_Atmtd_mn,,2275,8,9,1,266981,,1,48824,707,v248_Pltlts_NCnc_Pt_Bld_Qn_Atmtd,,,1,"777-3 - Platelets:NCnc:Pt:Bld:Qn:Automated count[4,413,450 facts; 640,354 patients]",248,\i2b2\Lab Loinc\A23478825\A28298479\A18282190\A18128063\A18361588\A31011593\A18358264\,UNKNOWN_DATA_ELEMENT,LOINC,9,3,,v248,,
v248_Pltlts_NCnc_Pt_Bld_Qn_Atmtd,_Pltlts_NCnc_Pt_Bld_Qn_Atmtd,,2275,8,9,1,266981,,1,48824,707,v248_Pltlts_NCnc_Pt_Bld_Qn_Atmtd,,,1,"777-3 - Platelets:NCnc:Pt:Bld:Qn:Automated count[4,413,450 facts; 640,354 patients]",248,\i2b2\Lab Loinc\A23478825\A28298479\A18282190\A18128063\A18361588\A31011593\A18358264\,UNKNOWN_DATA_ELEMENT,LOINC,9,3,,v248,,
v249_cncntrtn_MCnc_Pt_RBC_Qn_Atmtd_mn,_cncntrtn_MCnc_Pt_RBC_Qn_Atmtd_mn,,2324,2,8,1,262679,,1,53126,658,v249_cncntrtn_MCnc_Pt_RBC_Qn_Atmtd,,,1,"786-4 - Erythrocyte mean corpuscular hemoglobin concentration:MCnc:Pt:RBC:Qn:Automated count[4,429,260 facts; 641,568 patients]",249,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18322292\A18129870\A18283167\A30982384\A18396949\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v249,,
v249_cncntrtn_MCnc_Pt_RBC_Qn_Atmtd,_cncntrtn_MCnc_Pt_RBC_Qn_Atmtd,,2324,2,8,1,262679,,1,53126,658,v249_cncntrtn_MCnc_Pt_RBC_Qn_Atmtd,,,1,"786-4 - Erythrocyte mean corpuscular hemoglobin concentration:MCnc:Pt:RBC:Qn:Automated count[4,429,260 facts; 641,568 patients]",249,\i2b2\Lab Loinc\A23478825\A28298479\A18127704\A18283406\A18322292\A18129870\A18283167\A30982384\A18396949\,UNKNOWN_DATA_ELEMENT,LOINC,8,2,,v249,,
v250_Bsphls_NCnc_Pt_Bld_Qn_Atmtd_mn,_Bsphls_NCnc_Pt_Bld_Qn_Atmtd_mn,,1867,7,4,1,295976,,1,19829,1115,v250_Bsphls_NCnc_Pt_Bld_Qn_Atmtd,,,1,"704-7 - Basophils:NCnc:Pt:Bld:Qn:Automated count[1,522,623 facts; 385,273 patients]",250,\i2b2\Lab Loinc\A23478825\A28298479\A18398320\A18360608\A18167034\A18322429\A18283359\A18282511\A30968848\A18125812\,UNKNOWN_DATA_ELEMENT,LOINC,4,1,,v250,,
